path,tasks,machines,scenarios,psc,index,sha256,bytes
10_2_10/os_0_com_0_time_0_rcom_0/0.txt,10,2,10,L,0,d4f73a61ac0311bfbe92b932015301d486c88b80f6ab812751a54af35585a765,923
10_2_10/os_0_com_0_time_0_rcom_0/1.txt,10,2,10,L,1,3a37aa8d693338f9011cd70a3ae4d3f10581c665bf0db92f937e8e73636fa725,913
10_2_10/os_0_com_0_time_0_rcom_0/2.txt,10,2,10,L,2,b67b2cc82e05cfacc10e229055f074e1453c9a37030a34388877bd636e8126df,913
10_2_10/os_0_com_0_time_0_rcom_0/3.txt,10,2,10,L,3,492123d60547cadbd8fb5c5054d4271d9158db7736e8908d171f7e3e24545f69,923
10_2_10/os_0_com_0_time_0_rcom_0/4.txt,10,2,10,L,4,f301a8471037ddace302326bf7de4605f95ff58fdb28562b7a3a0af4e8107ccf,925
10_2_10/os_0_com_0_time_0_rcom_0/5.txt,10,2,10,L,5,098014014def28be53b3223c04aae63ba543ec50a49490eeef8a0e530edcaec7,926
10_2_10/os_0_com_0_time_0_rcom_0/6.txt,10,2,10,L,6,98051e00e625fb6c305cae6bae91ab371f3f9097fd7c151a6c0e07054486caba,923
10_2_10/os_0_com_0_time_0_rcom_0/7.txt,10,2,10,L,7,9b45536afa11b8d33c5044891672a785b3e8593182a45639627e4e00176ea1de,924
10_2_10/os_0_com_0_time_0_rcom_0/8.txt,10,2,10,L,8,74b027e050b3f4c06795bffd834506d431b080b0ad75372866377ac037d4378c,924
10_2_10/os_0_com_0_time_0_rcom_0/9.txt,10,2,10,L,9,33b4737c62763c430e81cde92180141b712646b93f1c9a02634c510e6817f9de,916
10_2_10/os_1_com_0_time_0_rcom_0/0.txt,10,2,10,H,0,b69260080777f78bb0c7de17ed00e81f3f58f7c4c24608e9ff664188ef6e392d,924
10_2_10/os_1_com_0_time_0_rcom_0/1.txt,10,2,10,H,1,682b42443e63ab51081c977cf7f7be777ca51583cac4af6651ef331485a186e8,923
10_2_10/os_1_com_0_time_0_rcom_0/2.txt,10,2,10,H,2,b6e43d99b31a779f35be8b22c686ea16463d8ef7fe961c181db4b7b11082aaed,923
10_2_10/os_1_com_0_time_0_rcom_0/3.txt,10,2,10,H,3,237f940b172369164eed335036fcb1f85f3d553179bf791e30770194498183d1,933
10_2_10/os_1_com_0_time_0_rcom_0/4.txt,10,2,10,H,4,99be8947ce1ab2f179a48f44ee1dda8ae399f82c68d69e18fd076c4f0fa2fc2e,933
10_2_10/os_1_com_0_time_0_rcom_0/5.txt,10,2,10,H,5,0b6ec4db9ee3aa88224df31d772d0e13d3c33d62e67c9ca06c982cb60a5e5cf5,938
10_2_10/os_1_com_0_time_0_rcom_0/6.txt,10,2,10,H,6,a349feaee5221c9efd92e802027a87691df19053afd72e84be084821fd3d70b0,928
10_2_10/os_1_com_0_time_0_rcom_0/7.txt,10,2,10,H,7,6bfe75e42fe3576b63d6a9a9c29c1c7e67524ed8880172af878e61c78a979ef9,925
10_2_10/os_1_com_0_time_0_rcom_0/8.txt,10,2,10,H,8,97e76fe4dd928f6d4cb3c247bf88eaeafd425cff8718cae9f199ae310d095800,929
10_2_10/os_1_com_0_time_0_rcom_0/9.txt,10,2,10,H,9,43cef2c593cd00391747d62b004f6e14ebba2d2e80e90704075cb6f4ce7ea210,929
10_2_30/os_0_com_0_time_0_rcom_0/0.txt,10,2,30,L,0,a963a4584acb98053b65a78dc989afc9374da0b87a7e99c8b731827bdccf004d,2113
10_2_30/os_0_com_0_time_0_rcom_0/1.txt,10,2,30,L,1,460c36407a64bd5a3869da2cf60ceb3dc2dc643fb50bedfe1447ddc7f5046b9f,2100
10_2_30/os_0_com_0_time_0_rcom_0/2.txt,10,2,30,L,2,be78ab408eba870dfcca6d9ed865fdbc7e7e7fbf889b5a177dbdb0f319ad5fdd,2125
10_2_30/os_0_com_0_time_0_rcom_0/3.txt,10,2,30,L,3,aca6e23390da648df49d4d727a7ab0d6f6d03f8842e45ece9d1f8bb7af69ecb9,2124
10_2_30/os_0_com_0_time_0_rcom_0/4.txt,10,2,30,L,4,a675b8e0362a77273725684c5303fcbc613aa208afcebe962fda1b8174c82c73,2137
10_2_30/os_0_com_0_time_0_rcom_0/5.txt,10,2,30,L,5,93b54d0306509379586c69f1f17e1c4ed13ef296d26c77e457210e8d3b1139ba,2130
10_2_30/os_0_com_0_time_0_rcom_0/6.txt,10,2,30,L,6,84218118c204cbf13975055353a078e459b3aede546d5b3c81defa0e99c5656e,2126
10_2_30/os_0_com_0_time_0_rcom_0/7.txt,10,2,30,L,7,300de745b8a348b8597daa66f421f11fbe4bf5f5e6665d686e6323554d74a5e2,2159
10_2_30/os_0_com_0_time_0_rcom_0/8.txt,10,2,30,L,8,2ee668da7ae56cd40e7fc62a1f90520c96f49d4dc8a76c9fc6a8648cf8ddbd75,2136
10_2_30/os_0_com_0_time_0_rcom_0/9.txt,10,2,30,L,9,5da5f7737470af601d1117504a7411b366158d70b13ae936215f45f526002b2f,2129
10_2_30/os_1_com_0_time_0_rcom_0/0.txt,10,2,30,H,0,a5308478a26411aa74df39e9e480372d4f84657f46ec1d7ed6c3d86b1f6b85e9,2117
10_2_30/os_1_com_0_time_0_rcom_0/1.txt,10,2,30,H,1,a7fa3329a3eee96fcbf74865fa23b57f11c4969437bd7ee860410bf429e42de2,2126
10_2_30/os_1_com_0_time_0_rcom_0/2.txt,10,2,30,H,2,b262687d04061c1516f92dcc89b43804a360c80a0b879ad27572c9c5adf95d12,2146
10_2_30/os_1_com_0_time_0_rcom_0/3.txt,10,2,30,H,3,8ba74e192ebbc5d9b8c05a1276d9d4056f557b7a64fb5b243ca7ada9db582da1,2139
10_2_30/os_1_com_0_time_0_rcom_0/4.txt,10,2,30,H,4,cdf2ea669f7b3b7cee4dc454242031ca70376c4e407e46d2b76d7c0c2477c2b8,2140
10_2_30/os_1_com_0_time_0_rcom_0/5.txt,10,2,30,H,5,eda34071e1d970839b0a268d981e014a94ba0ce046ab7119240162720f624bed,2142
10_2_30/os_1_com_0_time_0_rcom_0/6.txt,10,2,30,H,6,aa6ff620743bee092a3e4a794e2b0fb16a584e3ffa90d5fa98c58703cfe9b5c0,2133
10_2_30/os_1_com_0_time_0_rcom_0/7.txt,10,2,30,H,7,0d8b89a9db4499e7971725b7e56c26faa6625a6044c741002f3341cba89fef55,2172
10_2_30/os_1_com_0_time_0_rcom_0/8.txt,10,2,30,H,8,4987625115de051859edf8b737f0622e0a69c0209db8ef70a9414aaf1245cc46,2143
10_2_30/os_1_com_0_time_0_rcom_0/9.txt,10,2,30,H,9,4f714450207cbbf611dd9e40e5f779fda813057c45a24753a843a56ba06c6b07,2134
10_2_50/os_0_com_0_time_0_rcom_0/0.txt,10,2,50,L,0,eb62e140b5c03f48236137db8f86ff2e60c4f0a94374e5e5586738cdcd6d7b8c,3323
10_2_50/os_0_com_0_time_0_rcom_0/1.txt,10,2,50,L,1,b0ed11c832b7ad51f45a1dd478b3f89404ed594b31e64b28f87c991e807ce69e,3367
10_2_50/os_0_com_0_time_0_rcom_0/2.txt,10,2,50,L,2,818a1347fbbe98bd6371a71d140bdefdc19c6c3e250c3b0a7536e000c19fb57a,3392
10_2_50/os_0_com_0_time_0_rcom_0/3.txt,10,2,50,L,3,13b8e339af1c5716a10458bd20778f15c7c5059bd3b920e209bd399160616e3a,3359
10_2_50/os_0_com_0_time_0_rcom_0/4.txt,10,2,50,L,4,05a359518be8c56ae1f497e888ddc47ed3f9437020dbb3618183c52aa80a7f31,3333
10_2_50/os_0_com_0_time_0_rcom_0/5.txt,10,2,50,L,5,f9d0915b03481dd5749194f27d26d79e8afa69f4e16110e8860204637466ee2a,3347
10_2_50/os_0_com_0_time_0_rcom_0/6.txt,10,2,50,L,6,df95573869d80600aec5eaad67db18e3e1a3c74633c7f9878f03138a2f875535,3319
10_2_50/os_0_com_0_time_0_rcom_0/7.txt,10,2,50,L,7,413843eef38c6f6a4da397748d865c434ec49668a14a12409b9e80b17f9d4ab4,3341
10_2_50/os_0_com_0_time_0_rcom_0/8.txt,10,2,50,L,8,3a2f2bfe27f390e3bfe60ccdad13ebc36c768625ae0e8faf6abc3acc2078a87d,3313
10_2_50/os_0_com_0_time_0_rcom_0/9.txt,10,2,50,L,9,de24dc0b9ec527a5a58fe3fa6dafa786a30cd4e7c3ff3dc4f85be4c1192c32e5,3335
10_2_50/os_1_com_0_time_0_rcom_0/0.txt,10,2,50,H,0,b6175c4e1d5f64138796971c6a41a735fe1dd4b29cb129c94eb7bfad53aefafc,3341
10_2_50/os_1_com_0_time_0_rcom_0/1.txt,10,2,50,H,1,25669e1da60b02e86ae51aa027467aa2a5f7fb689cee810dfd9fa956ef11582c,3374
10_2_50/os_1_com_0_time_0_rcom_0/2.txt,10,2,50,H,2,08cf79f94a429143ba49df516070520623cb13f0e6a4f8f2851dd782688f0510,3392
10_2_50/os_1_com_0_time_0_rcom_0/3.txt,10,2,50,H,3,eef762ba42233af1db5093a43096152432c543cb55bb3b69aed2bf21eb9d94fb,3372
10_2_50/os_1_com_0_time_0_rcom_0/4.txt,10,2,50,H,4,6929dfec58220c5de4d99a15eb12b7383da756c9b92a31cb3efefae0e5a7ae59,3361
10_2_50/os_1_com_0_time_0_rcom_0/5.txt,10,2,50,H,5,d08ac3a08f8be96b6acfe56b8e18750ad397856237322eb5b4ca973c90359829,3362
10_2_50/os_1_com_0_time_0_rcom_0/6.txt,10,2,50,H,6,0cbfac3f2e8bc9ac22aa4c3678331814b9c77403ccc19feb66d03109dc928fd1,3344
10_2_50/os_1_com_0_time_0_rcom_0/7.txt,10,2,50,H,7,b353e6fc57cd635831c720bb63a8727e5271bb00403095df42ebea41fcb847b6,3334
10_2_50/os_1_com_0_time_0_rcom_0/8.txt,10,2,50,H,8,945ffae255227d9c5ad3f08f63217c9da7e7ab7d8c2bfb47bd5b211f502ba8d9,3331
10_2_50/os_1_com_0_time_0_rcom_0/9.txt,10,2,50,H,9,fdade760c2c527b230557c494f27033af5a9e60ace6d6aa3231409bc4753c930,3339
10_2_100/os_0_com_0_time_0_rcom_0/0.txt,10,2,100,L,0,bbb2c4c40edd604b624fd00ec4aa34456858f4043e242c5eb788c05886e80d2b,6353
10_2_100/os_0_com_0_time_0_rcom_0/1.txt,10,2,100,L,1,beee4f8f8c51201cfb20fb7e02d3e6d6a97de0b8be604e440bbc0d537fe0d419,6346
10_2_100/os_0_com_0_time_0_rcom_0/2.txt,10,2,100,L,2,a40171aaf833157b3a6a80a5f27cde78c5417d2e8505fd8f1f6603de52ab4370,6345
10_2_100/os_0_com_0_time_0_rcom_0/3.txt,10,2,100,L,3,1e1e5bef27126a7720d9dcc6aea6c0e4ea9d8c78b0ac15134af23ea2333cc0a1,6336
10_2_100/os_0_com_0_time_0_rcom_0/4.txt,10,2,100,L,4,05382270834b68acc7468839c05f1180ffa5a7f651c81fe3a092c273cbdc5ab9,6334
10_2_100/os_0_com_0_time_0_rcom_0/5.txt,10,2,100,L,5,0e2fb3f9a08162ac03b0380d02add4b9eded804ae4d3ae24c3b559742192b60a,6322
10_2_100/os_0_com_0_time_0_rcom_0/6.txt,10,2,100,L,6,333422ffec5675437659792a663927b87141319265fa58b61ce2d3ca298f7ac7,6341
10_2_100/os_0_com_0_time_0_rcom_0/7.txt,10,2,100,L,7,223f0653478c45b9a1c74422e669c2e2264893b875762742df52fa64cc486436,6353
10_2_100/os_0_com_0_time_0_rcom_0/8.txt,10,2,100,L,8,e12884e6b58f473ffe9d46e71e2797058a10f972be7901493d27069dc08c9bdc,6321
10_2_100/os_0_com_0_time_0_rcom_0/9.txt,10,2,100,L,9,f0a172e71db81b9d562356bb1b427c1b0db48c17186915d5ea6be6a9c07bf15f,6339
10_2_100/os_1_com_0_time_0_rcom_0/0.txt,10,2,100,H,0,51ac060a0b4ac89896048d2801320b10b72bf0f4eb015698f0b7cfc2b519cc8b,6369
10_2_100/os_1_com_0_time_0_rcom_0/1.txt,10,2,100,H,1,e44f50aa70ed4a112b5fb718db774780a72e51ed0dedcb5d6f3296435e9ef0ba,6360
10_2_100/os_1_com_0_time_0_rcom_0/2.txt,10,2,100,H,2,fd9ce78f883f9265432c5c556c0344e1b0153d23f7060b045c8112e319ae789e,6355
10_2_100/os_1_com_0_time_0_rcom_0/3.txt,10,2,100,H,3,0576d58c2c1060820645657bb828584e607d09b03eef727c8b3f2dd0e30dd146,6350
10_2_100/os_1_com_0_time_0_rcom_0/4.txt,10,2,100,H,4,374503cc57c4a9188a2fe78d84c4f6451b8a60c7392dd74073f67dc393768d35,6352
10_2_100/os_1_com_0_time_0_rcom_0/5.txt,10,2,100,H,5,88864a382df9f314672d4c8026e81f6806a93b7e54371b196d9d15ceb4ec65a3,6334
10_2_100/os_1_com_0_time_0_rcom_0/6.txt,10,2,100,H,6,b016035aab6167085ae51233fe082d97d33791669b91f6965eeb3b4837155fd7,6349
10_2_100/os_1_com_0_time_0_rcom_0/7.txt,10,2,100,H,7,ad4d9095ddeda7f83227517d675ce5d673dc323586e3eb3b1687fe3317ac8761,6365
10_2_100/os_1_com_0_time_0_rcom_0/8.txt,10,2,100,H,8,797a3bf678188e371f55c7f7df1c3320307fa8aa492b401295876831bc101c5a,6337
10_2_100/os_1_com_0_time_0_rcom_0/9.txt,10,2,100,H,9,9cb8fa510f528ace70aac30ab82a2cc2b5300f7a45372ae4eb00f1251cdddaf7,6349
10_2_500/os_0_com_0_time_0_rcom_0/0.txt,10,2,500,L,0,0f690381e1a6c8e4b3ea428c90270ff51741e7596d03d346b616c18ddf49ae32,30571
10_2_500/os_0_com_0_time_0_rcom_0/1.txt,10,2,500,L,1,027fab926774d5e0424560048e72971ba800bb0bf2c6d53f9f7a209248083454,30577
10_2_500/os_0_com_0_time_0_rcom_0/2.txt,10,2,500,L,2,357cf5414b78e70786cec3ad6a5e36249a95d10b5d8a6ed9cec46026606ce6f5,30584
10_2_500/os_0_com_0_time_0_rcom_0/3.txt,10,2,500,L,3,52f180d94512c4dcaac86a0ed501ed966c07aad033a1a7385b3947ac68ff786e,30557
10_2_500/os_0_com_0_time_0_rcom_0/4.txt,10,2,500,L,4,70b6fc78c6ae9c5826a40e5b13fb8b754cb6fec0b517102363d71576f404f478,30502
10_2_500/os_0_com_0_time_0_rcom_0/5.txt,10,2,500,L,5,667acff8791f4b1234b8c07b28731ff728dd5ae6148fb857c00362aaa23d06c3,30452
10_2_500/os_0_com_0_time_0_rcom_0/6.txt,10,2,500,L,6,a775227f350e9b93f733975330cceef50e5762eb0fe2a9289ce1e9f24caab089,30538
10_2_500/os_0_com_0_time_0_rcom_0/7.txt,10,2,500,L,7,ca16161b772da5d589705afe7281cf3abbb526d04de779d9cb6e8879a5afb5b9,30626
10_2_500/os_0_com_0_time_0_rcom_0/8.txt,10,2,500,L,8,2f861fa2c552e6ba84b954f37733dbc894a9933c457b0705ed17ea692fed7db4,30447
10_2_500/os_0_com_0_time_0_rcom_0/9.txt,10,2,500,L,9,49656df7f0947b8d3fdd0f31106950d5b2b65184d545a5e61f3bf662bb5b41f0,30484
10_2_500/os_1_com_0_time_0_rcom_0/0.txt,10,2,500,H,0,366fa10ab0afbdb568ac72646a685cd3cb6978628c2d26d05be42eb2bc146458,30587
10_2_500/os_1_com_0_time_0_rcom_0/1.txt,10,2,500,H,1,884ffe7f17953a227b43a85dbbaaf12dae7a66fb43ae9a438a5e9ef57847d4b8,30591
10_2_500/os_1_com_0_time_0_rcom_0/2.txt,10,2,500,H,2,a0b5a3333d68a33198c89339c78fd4ded90bc31aa670dc38f1bf8f003c8280a7,30594
10_2_500/os_1_com_0_time_0_rcom_0/3.txt,10,2,500,H,3,585371dd16afc2dedd62784668f91792152f23f587245e221748a318af4c9bbf,30571
10_2_500/os_1_com_0_time_0_rcom_0/4.txt,10,2,500,H,4,d95693511d70bacf26062493211cbeba70fc3b598ce4d5e56d3a8604e28d3d92,30520
10_2_500/os_1_com_0_time_0_rcom_0/5.txt,10,2,500,H,5,0143a366032efee0aeb4ab8a904a891c378220754e9ab00b56d3dddb63e24db9,30464
10_2_500/os_1_com_0_time_0_rcom_0/6.txt,10,2,500,H,6,79824d5dd6e76d99fc44db870ec7b5a4fd50a898df99fbd230b1fd88a6e1a86a,30546
10_2_500/os_1_com_0_time_0_rcom_0/7.txt,10,2,500,H,7,4915535cd229be0b405ef6e4a4c9c2d299bcd61098a5b729f0974b914d8a697d,30638
10_2_500/os_1_com_0_time_0_rcom_0/8.txt,10,2,500,H,8,6f7de9a5ca6fb6a11e21e7599e154a4d8da194343d5d4f47d20fe16608f2fd57,30463
10_2_500/os_1_com_0_time_0_rcom_0/9.txt,10,2,500,H,9,af2c07809f163896fffb5dfafac6b643eae2278fde1434d1d081e47de4822ec8,30494
10_2_1000/os_0_com_0_time_0_rcom_0/0.txt,10,2,1000,L,0,0a03a7978e5e5c20426066d39a00f2f96618c820627cc91e1de55c4574993407,60832
10_2_1000/os_0_com_0_time_0_rcom_0/1.txt,10,2,1000,L,1,a3d4a47f20c69d03b3fceabc8142cc01b5da53781ca55a8d1c5275e88390a061,60844
10_2_1000/os_0_com_0_time_0_rcom_0/2.txt,10,2,1000,L,2,56ac356fa2a84d64b81baf4bf61ad8714a835d51dc2a3550441f7df721e2f229,60809
10_2_1000/os_0_com_0_time_0_rcom_0/3.txt,10,2,1000,L,3,4af48ff52a92f3b6b4fe4c772f8e7a14f0d3cbeee14b0240360f0b11b1a5e96e,60846
10_2_1000/os_0_com_0_time_0_rcom_0/4.txt,10,2,1000,L,4,97f4657f31b5f46c9999178192897837678ee41cc14d9c0e98e4ce920ec32c42,60745
10_2_1000/os_0_com_0_time_0_rcom_0/5.txt,10,2,1000,L,5,912fc64d8ea92c54dbdd8ba0bbd40ee378d621bd31ff10c43e115a41405c0f18,60655
10_2_1000/os_0_com_0_time_0_rcom_0/6.txt,10,2,1000,L,6,55551fd092383f46caf5b519461658bffe8db0694a1b2c06b45cc98d9cc0beb0,60779
10_2_1000/os_0_com_0_time_0_rcom_0/7.txt,10,2,1000,L,7,d530de73800cf68304e8a5a825e8476b6c09e4fd014df5ddec184d6ac338005e,60920
10_2_1000/os_0_com_0_time_0_rcom_0/8.txt,10,2,1000,L,8,512ecb297b7b74baa55d8936cf57d8feb6fc7ff947af39a4b96f273b40386360,60596
10_2_1000/os_0_com_0_time_0_rcom_0/9.txt,10,2,1000,L,9,c91dd5713909d87bb5382c7951af007647cb7f248c303ff4c6782b7a5e9e5057,60722
10_2_1000/os_1_com_0_time_0_rcom_0/0.txt,10,2,1000,H,0,f4dfca9ac31b0f8f784702a1d89f95ea451582c62f203ff2f85b7fcee36cc813,60848
10_2_1000/os_1_com_0_time_0_rcom_0/1.txt,10,2,1000,H,1,a123620da671e0dd0c6dfb251059ca2b968743f7d404c18c8b92cc2982a14fec,60858
10_2_1000/os_1_com_0_time_0_rcom_0/2.txt,10,2,1000,H,2,313a5cf17c12594a0f474903d833996f036c43e85f6993e225db0c0447b29655,60819
10_2_1000/os_1_com_0_time_0_rcom_0/3.txt,10,2,1000,H,3,15a662e46b2f52e2d7cb1865a8e9a217602dc468efcbc5557331c642e13a944f,60860
10_2_1000/os_1_com_0_time_0_rcom_0/4.txt,10,2,1000,H,4,700e32b2beb087a26e1faec6902a93695e758ecf501e8fa820ce35b22dceb6c6,60763
10_2_1000/os_1_com_0_time_0_rcom_0/5.txt,10,2,1000,H,5,82914d2b44cd0bd669bbb71897b705775daad637eef36b09c884cc321f8c8b91,60667
10_2_1000/os_1_com_0_time_0_rcom_0/6.txt,10,2,1000,H,6,a7248948ce7354e4f5a26e4eda3c51121540bc9dd8cfeff4ca2241be7052a50f,60787
10_2_1000/os_1_com_0_time_0_rcom_0/7.txt,10,2,1000,H,7,22f691cd1b4d756f9f09e4fb840e55ea377441a4c74a234ddbbc79899620106d,60932
10_2_1000/os_1_com_0_time_0_rcom_0/8.txt,10,2,1000,H,8,9d04fad45dea0797822b8f1efed3761d4d6b4e11274559fdaf9910d735cead47,60612
10_2_1000/os_1_com_0_time_0_rcom_0/9.txt,10,2,1000,H,9,a421b1018eca67702338fefb527ba63333b854324c89964cd950400990b6a3e8,60732
10_3_10/os_0_com_0_time_0_rcom_0/0.txt,10,3,10,L,0,35be7c718a2dca7e2b7f2a85728415fdf67e5dd8f88cb78d6d03f5dee4810c83,1205
10_3_10/os_0_com_0_time_0_rcom_0/1.txt,10,3,10,L,1,85ef77e146cfaa99ed3f63f84cdff088cd8b4500c65e8639e87aec8e24a09a13,1204
10_3_10/os_0_com_0_time_0_rcom_0/2.txt,10,3,10,L,2,5cd95d8a1c5cfe143b94ba53334efddc1e53f13d6b88f3bc6358e55f154a8ab8,1213
10_3_10/os_0_com_0_time_0_rcom_0/3.txt,10,3,10,L,3,c09d1127fc38fcf70c5d59a0423a129a6c9f8ab51251e86685f3533e8ed83d25,1214
10_3_10/os_0_com_0_time_0_rcom_0/4.txt,10,3,10,L,4,ef9018f65997c8b9e3098e390da2358ad396cf4e42638122316cc4168d1ad379,1209
10_3_10/os_0_com_0_time_0_rcom_0/5.txt,10,3,10,L,5,854605eb0606f3c2e3c71053df2ff0b8d432f20d2b6e952b064990e4a2cb8ea1,1207
10_3_10/os_0_com_0_time_0_rcom_0/6.txt,10,3,10,L,6,b8ec156001763ccc097ea30970d726250d2e94931e15de81bddc98d9b304aae9,1206
10_3_10/os_0_com_0_time_0_rcom_0/7.txt,10,3,10,L,7,89ce9eb3ee0c40c9605c63daea5842658ad3044e8cdf1bf6f61f79069bc4eb44,1207
10_3_10/os_0_com_0_time_0_rcom_0/8.txt,10,3,10,L,8,9cb292b1af685442d72cbead1eca4ff0c0ee90383d8a9cff014b1128a9334547,1200
10_3_10/os_0_com_0_time_0_rcom_0/9.txt,10,3,10,L,9,aad20f8a97d0cc51c7362de4fed431cd824382b4d966e90c305935a076e194a0,1199
10_3_10/os_1_com_0_time_0_rcom_0/0.txt,10,3,10,H,0,3dd3e8c4fe3ee5fe3b535dc05f4809506046c6002be5d917c7c7bc92ff20ea32,1218
10_3_10/os_1_com_0_time_0_rcom_0/1.txt,10,3,10,H,1,c2fb943ed0d96ae36905ef1152f56f7f4b78aa43367a571bcf6f15ade591372b,1215
10_3_10/os_1_com_0_time_0_rcom_0/2.txt,10,3,10,H,2,1c0b22a79128562b8c8fb95d9129aa2205a14d12d31a87305a868625d8601f14,1223
10_3_10/os_1_com_0_time_0_rcom_0/3.txt,10,3,10,H,3,85e94988dac3a1e7b8cce018032b748a7ab19568a360fefb10eb20c4cf9cf069,1217
10_3_10/os_1_com_0_time_0_rcom_0/4.txt,10,3,10,H,4,624cff87692140db80e21d1b5c04ce5203afc3a95645d2e615c07657d6fb95e2,1219
10_3_10/os_1_com_0_time_0_rcom_0/5.txt,10,3,10,H,5,8ecfb61c69b33050d3a4e941d98f0f9bdb7f50b26e3503584b4547ff04c6e6fe,1224
10_3_10/os_1_com_0_time_0_rcom_0/6.txt,10,3,10,H,6,f4bf6c8ad5e926665140f260c4584c04c87deb30787ccd97f729a280dc19a536,1213
10_3_10/os_1_com_0_time_0_rcom_0/7.txt,10,3,10,H,7,197f0d45a641e7cc9fdd348ec5908faad98a795fbc9171018ee536ac0da143a5,1210
10_3_10/os_1_com_0_time_0_rcom_0/8.txt,10,3,10,H,8,10de6c3b934c727d8c072c2e9f68e1b87550e2bc82410902dd32dbbe75b99c1d,1211
10_3_10/os_1_com_0_time_0_rcom_0/9.txt,10,3,10,H,9,cfc55f4514b73f87ce532b6b9130f86745db002582e9bde8322eed0cceb913ed,1209
10_3_30/os_0_com_0_time_0_rcom_0/0.txt,10,3,30,L,0,f98acdea70a962ae704d1e2b009b92539198881ef5173ce32c6737f9afddb348,2967
10_3_30/os_0_com_0_time_0_rcom_0/1.txt,10,3,30,L,1,7fb28195f3388864969987641a713c056a93ff2acbfb391ef52dd8aeea25be15,2985
10_3_30/os_0_com_0_time_0_rcom_0/2.txt,10,3,30,L,2,913ed237b5cadc2c0c19c83b01cfe55ac7b9b1ad950efc3a923f42fa21bea0c7,2954
10_3_30/os_0_com_0_time_0_rcom_0/3.txt,10,3,30,L,3,e57907805ea08c96c2a9dae9ac48ce823711998e6e2ae07e8c7bc56b2cc341fe,2967
10_3_30/os_0_com_0_time_0_rcom_0/4.txt,10,3,30,L,4,c3158890fb9474b2e3d143633d87e03e30115ad93c01fa83f5cd426eeb6a7751,2978
10_3_30/os_0_com_0_time_0_rcom_0/5.txt,10,3,30,L,5,71b5287777b217cfb99d2b1e820776872a1fb1b9ce022e208e04d6b11e9a4c26,3022
10_3_30/os_0_com_0_time_0_rcom_0/6.txt,10,3,30,L,6,1d205e818212a6a419675b632cc037bae360b52e91522e4403bca50fb6f0f944,2995
10_3_30/os_0_com_0_time_0_rcom_0/7.txt,10,3,30,L,7,86df76dcd32668c43742dbaace01e8e133f14919a9f277877dc73e1ed5fc9ddc,2989
10_3_30/os_0_com_0_time_0_rcom_0/8.txt,10,3,30,L,8,b56ff51e9cecf1b44a7e2727a135baa1b77b15f9179bbbecf76f66f02999a2f1,2986
10_3_30/os_0_com_0_time_0_rcom_0/9.txt,10,3,30,L,9,53aeae9778820697d276d5c40d7d3662c39ccb0c8bbd3af7054c65f13625f4a2,3003
10_3_30/os_1_com_0_time_0_rcom_0/0.txt,10,3,30,H,0,c9f2b5f9c8d435f69d53803a2de2b929bfa9c2eefe2342afa660edfa4cc844a4,2965
10_3_30/os_1_com_0_time_0_rcom_0/1.txt,10,3,30,H,1,5554d8a05a2b8713f678ffd28f23285e2933d26d17ead2271cdf12eaad04df11,2985
10_3_30/os_1_com_0_time_0_rcom_0/2.txt,10,3,30,H,2,ab295941a55d121158b6b8fc99ba2b934e024ad6656e6682ba7790742809144b,2970
10_3_30/os_1_com_0_time_0_rcom_0/3.txt,10,3,30,H,3,be0fb8cf556e8322f976291aa641c50c84a95a9d6ac11711f69299e484cc13b2,2985
